ID_Registro,Fecha,PerdidaCC1,PerdidaCC2,PerdidaCC1_Pct,PerdidaCC2_Pct,Causa,Duracion_Horas,Perdida_Ingresos_CC1_USD,Perdida_Ingresos_CC2_USD
2902,2000-03-30,47.46,53.36,5.58,7.11,Restricciones_Combustible,25.2,59736.55,67168.5
2903,2008-10-07,43.26,56.04,5.09,7.47,Degradación_Equipos,31.2,67504.54,87446.23
2904,2001-09-14,44.77,35.77,5.27,4.77,Falla_Menor,40.4,90483.06,72281.73
2905,2002-07-22,42.78,41.93,5.03,5.59,Mantenimiento_Programado,28.3,60490.84,59291.97
2906,2016-10-10,63.42,30.39,7.46,4.05,Falla_Menor,67.5,214186.33,102638.57
2907,2019-05-06,63.12,32.22,7.43,4.3,Condiciones_Ambientales,30.7,96801.09,49407.96
2908,2007-09-30,49.0,30.49,5.76,4.07,Falla_Menor,57.1,139947.84,87099.31
2909,2018-04-08,46.01,28.84,5.41,3.85,Restricciones_Combustible,49.7,114228.34,71596.68
2910,2002-09-05,64.76,56.61,7.62,7.55,Falla_Menor,32.2,104412.03,91265.22
2911,2003-08-04,27.85,42.14,3.28,5.62,Restricciones_Combustible,15.1,21003.11,31778.46
2912,2007-06-05,26.86,53.77,3.16,7.17,Falla_Menor,9.5,12788.87,25602.09
2913,2004-05-17,57.39,41.03,6.75,5.47,Degradación_Equipos,30.9,88594.07,63336.94
2914,2015-02-28,31.29,33.01,3.68,4.4,Falla_Menor,9.6,15061.36,15889.01
2915,2018-12-19,29.53,31.11,3.47,4.15,Falla_Menor,23.2,34314.06,36145.19
2916,2001-07-02,30.79,30.09,3.62,4.01,Degradación_Equipos,6.4,9837.02,9612.92
2917,2015-10-05,26.36,26.08,3.1,3.48,Restricciones_Combustible,10.3,13598.65,13453.47
2918,2016-03-30,28.31,54.79,3.33,7.3,Mantenimiento_Programado,5.7,8086.23,15649.9
2919,2018-01-02,50.59,47.64,5.95,6.35,Mantenimiento_Programado,7.3,18471.73,17393.61
2920,2016-05-10,61.24,34.78,7.2,4.64,Degradación_Equipos,64.2,196606.25,111668.12
2921,2013-09-25,51.48,40.8,6.06,5.44,Degradación_Equipos,53.1,136636.13,108288.71
2922,2005-10-13,31.27,23.07,3.68,3.08,Condiciones_Ambientales,20.4,31845.31,23491.03
2923,2015-07-04,51.23,48.36,6.03,6.45,Condiciones_Ambientales,66.2,169652.1,160146.16
2924,2005-05-15,44.12,47.05,5.19,6.27,Mantenimiento_Programado,15.7,34720.01,37029.67
2925,2004-09-30,44.82,26.23,5.27,3.5,Falla_Menor,9.3,20895.88,12227.91
2926,2005-12-28,58.03,27.12,6.83,3.62,Degradación_Equipos,35.7,103588.47,48416.31
2927,2013-12-10,45.42,48.13,5.34,6.42,Degradación_Equipos,14.9,33734.57,35746.24
2928,2008-10-05,63.89,34.85,7.52,4.65,Condiciones_Ambientales,31.1,99269.29,54149.29
2929,2006-05-25,39.31,59.85,4.62,7.98,Degradación_Equipos,20.0,39305.16,59838.35
2930,2019-08-13,39.51,43.6,4.65,5.81,Condiciones_Ambientales,51.6,101952.53,112521.98
2931,2007-05-30,58.56,57.91,6.89,7.72,Condiciones_Ambientales,20.7,60489.85,59814.56
2932,2017-08-25,46.73,28.44,5.5,3.79,Condiciones_Ambientales,15.7,36657.36,22306.96
2933,2018-12-24,45.41,49.7,5.34,6.63,Falla_Menor,7.2,16365.84,17912.37
2934,2010-06-07,54.28,51.66,6.39,6.89,Degradación_Equipos,59.4,161255.58,153466.04
2935,2009-04-30,67.6,56.32,7.95,7.51,Mantenimiento_Programado,10.0,33752.12,28119.11
2936,2001-11-12,25.84,44.62,3.04,5.95,Restricciones_Combustible,42.3,54592.8,94264.5
2937,2015-06-13,35.15,42.21,4.14,5.63,Falla_Menor,62.0,108938.95,130828.71
2938,2010-04-05,59.98,35.66,7.06,4.75,Mantenimiento_Programado,51.0,152933.1,90914.74
2939,2012-01-27,57.38,29.86,6.75,3.98,Degradación_Equipos,46.4,133072.69,69260.8
2940,2019-07-24,48.38,32.06,5.69,4.27,Degradación_Equipos,23.6,56986.81,37764.19
2941,2006-09-20,61.31,30.14,7.21,4.02,Mantenimiento_Programado,64.3,197050.45,96888.08
2942,2004-04-12,55.39,41.23,6.52,5.5,Degradación_Equipos,22.1,61218.2,45570.4
2943,2016-11-10,49.39,28.76,5.81,3.83,Restricciones_Combustible,49.7,122831.87,71517.17
2944,2019-11-09,55.49,51.96,6.53,6.93,Falla_Menor,24.3,67337.68,63048.53
2945,2015-02-12,52.44,29.06,6.17,3.87,Mantenimiento_Programado,20.5,53739.64,29779.68
2946,2010-12-29,64.54,54.46,7.59,7.26,Mantenimiento_Programado,47.1,151927.63,128197.52
2947,2017-04-27,62.58,48.83,7.36,6.51,Falla_Menor,36.8,115009.21,89742.25
2948,2018-09-29,38.4,23.24,4.52,3.1,Mantenimiento_Programado,18.7,35969.1,21765.92
2949,2001-03-20,37.72,59.1,4.44,7.88,Degradación_Equipos,5.3,9937.6,15569.94
2950,2003-09-25,32.19,25.05,3.79,3.34,Mantenimiento_Programado,17.1,27555.18,21441.19
2951,2015-06-24,62.72,45.0,7.38,6.0,Restricciones_Combustible,56.1,175992.08,126273.21
2952,2010-06-12,37.35,24.32,4.39,3.24,Mantenimiento_Programado,61.6,115088.18,74944.36
2953,2019-05-24,39.88,46.09,4.69,6.14,Degradación_Equipos,71.8,143199.88,165475.39
2954,2019-05-13,29.76,34.41,3.5,4.59,Mantenimiento_Programado,56.1,83443.73,96479.13
2955,2006-10-20,66.03,45.83,7.77,6.11,Mantenimiento_Programado,51.8,170886.51,118617.64
2956,2000-12-24,62.76,43.31,7.38,5.77,Condiciones_Ambientales,13.4,41953.58,28950.96
2957,2000-11-10,36.49,58.89,4.29,7.85,Falla_Menor,24.7,45030.81,72668.86
2958,2010-11-23,65.84,30.46,7.75,4.06,Mantenimiento_Programado,10.6,35025.08,16205.34
2959,2000-05-31,37.57,58.19,4.42,7.76,Restricciones_Combustible,43.5,81652.36,126463.76
2960,2016-08-12,56.94,56.51,6.7,7.53,Condiciones_Ambientales,24.6,70131.06,69605.28
2961,2018-01-10,48.77,33.97,5.74,4.53,Falla_Menor,49.7,121129.08,84383.61
2962,2005-08-20,32.94,45.34,3.88,6.05,Restricciones_Combustible,53.4,87992.86,121100.16
2963,2006-02-07,66.41,49.42,7.81,6.59,Degradación_Equipos,19.3,64070.54,47679.76
2964,2014-11-16,46.27,27.31,5.44,3.64,Mantenimiento_Programado,28.3,65466.29,38642.84
2965,2014-04-09,49.74,43.24,5.85,5.77,Falla_Menor,19.8,49164.42,42741.08
2966,2011-12-22,29.48,35.47,3.47,4.73,Restricciones_Combustible,39.2,57823.58,69560.71
2967,2017-11-22,47.62,43.43,5.6,5.79,Condiciones_Ambientales,31.2,74318.2,67770.01
2968,2016-03-16,34.99,27.05,4.12,3.61,Restricciones_Combustible,43.2,75629.69,58478.57
2969,2016-05-31,43.88,42.18,5.16,5.62,Degradación_Equipos,30.8,67605.6,64996.94
2970,2011-10-08,60.98,54.14,7.17,7.22,Degradación_Equipos,44.5,135533.72,120339.27
2971,2001-06-29,62.15,54.91,7.31,7.32,Restricciones_Combustible,61.3,190438.38,168274.71
2972,2000-04-15,64.09,59.54,7.54,7.94,Restricciones_Combustible,35.3,113252.74,105206.17
2973,2011-08-13,61.03,35.1,7.18,4.68,Falla_Menor,14.1,43112.02,24792.25
2974,2019-02-25,29.14,52.31,3.43,6.97,Condiciones_Ambientales,49.1,71513.33,128349.63
2975,2014-01-26,33.23,41.35,3.91,5.51,Degradación_Equipos,16.7,27822.51,34625.87
2976,2016-05-15,53.22,50.26,6.26,6.7,Falla_Menor,32.6,86773.98,81938.68
2977,2011-06-25,28.86,36.94,3.4,4.93,Falla_Menor,27.0,38999.12,49916.77
2978,2002-09-12,66.74,55.76,7.85,7.44,Mantenimiento_Programado,26.6,88865.59,74252.78
2979,2012-01-03,38.11,57.54,4.48,7.67,Restricciones_Combustible,31.4,59808.93,90296.35
2980,2008-01-26,36.15,38.43,4.25,5.12,Falla_Menor,62.9,113679.56,120862.9
2981,2017-06-30,33.52,46.8,3.94,6.24,Mantenimiento_Programado,6.1,10142.77,14162.33
2982,2008-02-13,29.13,40.08,3.43,5.34,Restricciones_Combustible,44.6,64946.47,89354.83
2983,2011-07-19,26.5,40.48,3.12,5.4,Restricciones_Combustible,63.1,83625.24,127754.24
2984,2016-02-08,52.0,54.72,6.12,7.3,Restricciones_Combustible,35.1,91178.09,95941.51
2985,2015-11-05,27.82,28.73,3.27,3.83,Degradación_Equipos,48.8,67897.04,70103.09
2986,2001-05-21,29.94,52.68,3.52,7.02,Mantenimiento_Programado,6.7,9983.75,17565.48
2987,2016-10-11,58.73,22.85,6.91,3.05,Condiciones_Ambientales,25.0,73305.76,28520.45
2988,2012-03-05,43.65,46.62,5.13,6.22,Mantenimiento_Programado,49.2,107268.0,114583.3
2989,2009-08-17,59.04,31.09,6.95,4.15,Falla_Menor,70.9,209313.99,110219.08
2990,2005-08-03,42.71,39.98,5.02,5.33,Falla_Menor,39.0,83234.47,77924.47
2991,2014-07-09,47.43,53.14,5.58,7.09,Degradación_Equipos,5.0,11974.35,13417.54
2992,2008-01-20,54.88,53.73,6.46,7.16,Degradación_Equipos,57.7,158391.86,155045.35
2993,2012-07-20,29.39,59.46,3.46,7.93,Mantenimiento_Programado,26.1,38291.38,77470.98
2994,2005-01-28,65.18,38.95,7.67,5.19,Mantenimiento_Programado,64.8,211311.05,126287.91
2995,2001-09-14,56.16,35.73,6.61,4.76,Mantenimiento_Programado,54.2,152273.08,96881.98
2996,2000-06-07,39.88,40.47,4.69,5.4,Restricciones_Combustible,22.8,45449.22,46115.24
2997,2011-01-30,27.05,41.25,3.18,5.5,Restricciones_Combustible,69.2,93617.03,142799.62
2998,2010-09-17,37.2,29.31,4.38,3.91,Condiciones_Ambientales,12.7,23543.25,18550.19
2999,2016-03-04,66.59,54.14,7.83,7.22,Condiciones_Ambientales,45.8,152599.82,124067.25
3000,2017-04-17,59.67,24.82,7.02,3.31,Restricciones_Combustible,62.8,187315.47,77905.46
3001,2009-07-04,56.8,50.05,6.68,6.67,Condiciones_Ambientales,11.6,33015.46,29090.11
3002,2014-08-20,62.57,39.06,7.36,5.21,Condiciones_Ambientales,44.8,140226.55,87534.03
3003,2011-04-13,51.1,32.98,6.01,4.4,Restricciones_Combustible,19.6,50167.85,32378.78
3004,2017-01-10,66.38,49.77,7.81,6.64,Mantenimiento_Programado,67.3,223392.55,167483.91
3005,2005-01-18,49.96,24.22,5.88,3.23,Falla_Menor,43.4,108530.8,52624.51
3006,2012-01-10,44.53,48.78,5.24,6.5,Degradación_Equipos,48.8,108684.52,119054.58
3007,2012-07-25,59.72,53.14,7.03,7.09,Falla_Menor,17.8,53156.96,47303.14
3008,2000-12-22,61.04,24.09,7.18,3.21,Condiciones_Ambientales,69.2,211251.87,83364.86
3009,2001-08-05,63.61,46.05,7.48,6.14,Falla_Menor,28.0,88923.34,64374.82
3010,2005-03-17,35.79,28.33,4.21,3.78,Restricciones_Combustible,59.9,107232.12,84868.35
3011,2018-04-10,67.3,29.04,7.92,3.87,Mantenimiento_Programado,5.7,19161.46,8268.94
3012,2012-01-01,39.77,49.64,4.68,6.62,Condiciones_Ambientales,26.4,52580.77,65635.49
3013,2007-04-20,35.49,40.62,4.18,5.42,Condiciones_Ambientales,50.7,89963.54,102969.18
3014,2005-04-20,51.67,50.26,6.08,6.7,Restricciones_Combustible,24.4,62936.76,61214.76
3015,2004-10-05,67.75,50.09,7.97,6.68,Condiciones_Ambientales,65.6,222393.21,164409.86
3016,2009-01-29,34.43,31.54,4.05,4.2,Restricciones_Combustible,58.9,101451.15,92923.66
3017,2000-08-09,51.27,57.66,6.03,7.69,Falla_Menor,68.9,176753.72,198766.12
3018,2010-08-11,37.85,32.38,4.45,4.32,Condiciones_Ambientales,53.2,100684.04,86146.08
3019,2005-10-14,34.61,44.54,4.07,5.94,Condiciones_Ambientales,27.2,47116.75,60631.61
3020,2005-08-09,64.84,56.51,7.63,7.53,Condiciones_Ambientales,19.1,62028.11,54058.1
3021,2006-12-04,65.08,30.55,7.66,4.07,Mantenimiento_Programado,61.3,199397.77,93593.52
3022,2001-03-05,60.41,28.42,7.11,3.79,Condiciones_Ambientales,24.5,73854.01,34748.04
3023,2007-03-09,51.8,40.29,6.09,5.37,Mantenimiento_Programado,32.3,83562.37,64995.6
3024,2012-10-15,32.77,25.68,3.86,3.42,Restricciones_Combustible,19.2,31514.57,24692.79
3025,2013-04-14,36.96,28.87,4.35,3.85,Restricciones_Combustible,66.4,122641.2,95805.65
3026,2018-10-14,41.4,39.45,4.87,5.26,Falla_Menor,28.6,59140.72,56358.3
3027,2000-04-07,53.49,35.98,6.29,4.8,Condiciones_Ambientales,5.2,13814.97,9292.62
3028,2013-07-31,58.69,41.09,6.9,5.48,Restricciones_Combustible,20.1,58917.31,41248.03
3029,2018-02-13,32.54,42.63,3.83,5.68,Falla_Menor,56.9,92611.29,121317.53
3030,2018-04-24,53.98,37.56,6.35,5.01,Degradación_Equipos,26.5,71570.2,49802.09
3031,2006-09-09,67.94,55.83,7.99,7.44,Condiciones_Ambientales,42.9,145818.45,119819.59
3032,2002-06-05,40.72,28.59,4.79,3.81,Falla_Menor,45.5,92642.24,65045.08
3033,2015-10-07,59.91,54.6,7.05,7.28,Falla_Menor,40.5,121414.38,110666.76
3034,2010-10-07,25.64,55.59,3.02,7.41,Mantenimiento_Programado,12.3,15771.4,34186.31
3035,2012-03-24,30.49,49.87,3.59,6.65,Falla_Menor,5.9,8970.47,14669.53
3036,2009-09-29,61.62,38.08,7.25,5.08,Degradación_Equipos,51.2,157704.55,97460.84
3037,2016-07-15,63.15,51.25,7.43,6.83,Falla_Menor,29.3,92620.46,75157.77
3038,2008-06-12,60.49,46.08,7.12,6.14,Degradación_Equipos,6.0,18266.71,13916.36
3039,2013-06-24,65.58,22.9,7.72,3.05,Condiciones_Ambientales,17.1,56068.59,19580.14
3040,2003-12-29,34.72,28.21,4.08,3.76,Degradación_Equipos,18.6,32346.99,26283.04
3041,2013-10-28,40.77,39.0,4.8,5.2,Falla_Menor,61.0,124413.62,119015.77
3042,2003-02-19,25.88,31.48,3.05,4.2,Restricciones_Combustible,70.3,90966.47,110624.03
3043,2005-08-30,34.05,50.81,4.01,6.77,Falla_Menor,8.8,15004.36,22388.04
3044,2004-06-25,61.9,47.76,7.28,6.37,Mantenimiento_Programado,71.8,222120.98,171386.97
3045,2018-09-22,25.53,58.47,3.0,7.8,Falla_Menor,62.9,80270.15,183827.53
3046,2009-08-25,30.69,35.56,3.61,4.74,Mantenimiento_Programado,12.2,18713.5,21686.02
3047,2011-12-26,47.53,26.43,5.59,3.52,Falla_Menor,23.4,55699.48,30966.49
3048,2011-02-18,32.42,35.33,3.81,4.71,Restricciones_Combustible,8.4,13615.39,14835.43
3049,2012-06-10,60.44,56.19,7.11,7.49,Degradación_Equipos,65.9,199008.15,185025.05
3050,2002-02-15,52.49,30.09,6.18,4.01,Mantenimiento_Programado,61.4,161116.75,92358.59
3051,2002-07-27,62.0,43.75,7.29,5.83,Mantenimiento_Programado,39.6,122767.35,86625.91
3052,2008-12-09,26.32,45.29,3.1,6.04,Mantenimiento_Programado,43.0,56619.47,97417.93
3053,2018-01-22,27.22,38.51,3.2,5.13,Condiciones_Ambientales,5.2,7111.45,10061.32
3054,2019-12-13,33.67,42.36,3.96,5.65,Degradación_Equipos,28.7,48318.35,60794.78
3055,2000-01-05,36.3,49.48,4.27,6.6,Condiciones_Ambientales,8.2,14937.82,20358.41
3056,2010-08-22,41.16,37.24,4.84,4.96,Restricciones_Combustible,71.1,146327.62,132392.03
3057,2010-07-09,38.24,46.83,4.5,6.24,Degradación_Equipos,24.8,47344.81,57969.83
3058,2006-04-03,37.01,33.22,4.35,4.43,Restricciones_Combustible,17.1,31730.74,28485.28
3059,2016-12-09,27.96,58.22,3.29,7.76,Restricciones_Combustible,44.8,62606.02,130351.69
3060,2004-02-20,47.4,31.03,5.58,4.14,Falla_Menor,16.4,38980.96,25517.73
3061,2002-12-05,53.18,55.25,6.26,7.37,Mantenimiento_Programado,57.7,153290.69,159279.09
3062,2019-11-01,66.42,32.8,7.81,4.37,Condiciones_Ambientales,10.0,33165.58,16380.04
3063,2008-09-01,59.24,27.45,6.97,3.66,Mantenimiento_Programado,23.2,68730.62,31845.67
3064,2011-08-02,47.19,43.0,5.55,5.73,Falla_Menor,49.8,117459.7,107042.73
3065,2017-05-07,63.13,49.5,7.43,6.6,Degradación_Equipos,51.5,162597.8,127491.8
3066,2018-08-20,40.65,41.61,4.78,5.55,Mantenimiento_Programado,23.9,48491.4,49635.73
3067,2005-05-31,56.82,32.78,6.69,4.37,Condiciones_Ambientales,33.6,95477.03,55080.17
3068,2005-05-27,39.48,29.54,4.64,3.94,Degradación_Equipos,60.6,119651.69,89539.47
3069,2006-08-07,37.89,31.23,4.46,4.16,Falla_Menor,9.1,17222.54,14195.26
3070,2003-09-18,41.97,42.47,4.94,5.66,Restricciones_Combustible,31.0,64982.54,65762.99
3071,2009-12-20,41.49,31.41,4.88,4.19,Condiciones_Ambientales,31.1,64484.64,48816.0
3072,2001-05-07,52.22,38.0,6.14,5.07,Degradación_Equipos,36.9,96428.11,70169.04
3073,2006-10-23,27.07,27.81,3.18,3.71,Degradación_Equipos,19.9,26927.22,27658.75
3074,2009-11-26,38.96,50.49,4.58,6.73,Restricciones_Combustible,20.7,40390.5,52346.08
3075,2011-03-24,30.72,31.7,3.61,4.23,Degradación_Equipos,55.1,84662.92,87348.12
3076,2005-09-29,56.52,51.1,6.65,6.81,Mantenimiento_Programado,63.3,178746.39,161619.25
3077,2010-09-11,63.01,31.38,7.41,4.18,Degradación_Equipos,19.8,62392.76,31074.8
3078,2007-06-02,26.96,29.76,3.17,3.97,Falla_Menor,39.4,53123.16,58636.99
3079,2013-09-01,37.32,52.23,4.39,6.96,Condiciones_Ambientales,70.7,131936.68,184642.73
3080,2013-04-18,59.02,35.91,6.94,4.79,Degradación_Equipos,55.5,163845.88,99707.87
3081,2010-07-12,43.43,26.76,5.11,3.57,Mantenimiento_Programado,35.2,76348.64,47041.44
3082,2017-08-16,33.05,24.11,3.89,3.21,Degradación_Equipos,37.2,61442.04,44827.64
3083,2016-09-29,26.81,32.26,3.15,4.3,Falla_Menor,40.8,54692.63,65819.91
3084,2000-09-22,49.66,22.65,5.84,3.02,Restricciones_Combustible,13.7,33942.48,15482.99
3085,2001-12-18,47.93,48.23,5.64,6.43,Mantenimiento_Programado,51.1,122389.06,123155.05
3086,2005-08-11,65.89,24.54,7.75,3.27,Condiciones_Ambientales,67.3,221823.55,82631.05
3087,2019-11-15,29.2,59.24,3.43,7.9,Mantenimiento_Programado,22.7,33203.33,67372.07
3088,2007-04-25,27.33,39.43,3.21,5.26,Degradación_Equipos,35.8,48848.95,70486.8
3089,2003-05-15,66.17,32.5,7.78,4.33,Condiciones_Ambientales,41.5,137309.28,67436.88
3090,2009-07-24,32.46,49.18,3.82,6.56,Mantenimiento_Programado,58.0,94185.61,142668.2
3091,2002-08-12,28.47,33.52,3.35,4.47,Condiciones_Ambientales,46.7,66489.57,78292.11
3092,2017-04-01,57.07,49.79,6.71,6.64,Mantenimiento_Programado,30.4,86856.33,75780.68
3093,2008-01-04,32.18,33.07,3.79,4.41,Mantenimiento_Programado,31.0,49902.03,51291.49
3094,2006-10-24,33.98,25.02,4.0,3.34,Falla_Menor,9.6,16242.32,11956.43
3095,2003-10-04,65.45,58.74,7.7,7.83,Restricciones_Combustible,27.4,89818.46,80613.0
3096,2012-03-20,40.37,48.71,4.75,6.49,Falla_Menor,64.9,131033.85,158106.13
3097,2004-10-28,60.7,51.5,7.14,6.87,Restricciones_Combustible,29.1,88227.5,74855.61
3098,2002-07-20,55.64,36.38,6.55,4.85,Mantenimiento_Programado,63.3,176124.3,115171.12
3099,2018-04-16,35.46,28.81,4.17,3.84,Degradación_Equipos,52.8,93662.68,76083.21
3100,2012-07-10,52.04,55.11,6.12,7.35,Degradación_Equipos,24.1,62830.26,66528.93
3101,2006-10-15,34.81,25.11,4.1,3.35,Mantenimiento_Programado,59.9,104281.77,75226.96
3102,2012-06-20,28.98,39.19,3.41,5.23,Falla_Menor,27.9,40370.66,54593.86
3103,2019-10-27,66.98,28.87,7.88,3.85,Degradación_Equipos,63.6,213013.45,91807.72
3104,2008-11-18,42.66,58.11,5.02,7.75,Condiciones_Ambientales,28.7,61188.28,83355.82
3105,2000-07-06,59.81,31.43,7.04,4.19,Falla_Menor,32.4,96765.21,50838.55
3106,2011-01-02,46.34,52.83,5.45,7.04,Falla_Menor,4.8,11193.55,12762.17
3107,2013-01-26,31.52,27.33,3.71,3.64,Condiciones_Ambientales,5.4,8542.22,7406.68
3108,2016-10-24,41.05,30.42,4.83,4.06,Condiciones_Ambientales,8.6,17577.59,13024.44
3109,2002-11-28,29.47,23.06,3.47,3.07,Condiciones_Ambientales,66.9,98599.0,77156.47
3110,2001-10-19,46.56,30.49,5.48,4.07,Restricciones_Combustible,52.3,121870.18,79793.31
3111,2011-04-23,29.36,54.08,3.45,7.21,Degradación_Equipos,39.0,57244.37,105428.2
3112,2017-12-31,66.5,45.89,7.82,6.12,Degradación_Equipos,49.2,163658.08,112939.68
3113,2011-12-17,62.29,30.13,7.33,4.02,Mantenimiento_Programado,32.0,99754.36,48252.84
3114,2018-05-03,59.47,28.55,7.0,3.81,Restricciones_Combustible,14.1,41848.79,20094.22
3115,2017-09-08,31.6,32.65,3.72,4.35,Mantenimiento_Programado,44.7,70654.94,73008.02
3116,2016-11-19,29.52,26.59,3.47,3.55,Mantenimiento_Programado,47.9,70641.04,63625.62
3117,2006-09-06,60.6,59.36,7.13,7.92,Restricciones_Combustible,27.2,82521.17,80832.77
3118,2002-03-21,61.4,57.28,7.22,7.64,Mantenimiento_Programado,7.2,22167.71,20680.52
3119,2002-05-26,56.52,37.76,6.65,5.04,Restricciones_Combustible,23.7,67022.21,44782.39
3120,2011-09-14,53.6,42.88,6.31,5.72,Mantenimiento_Programado,8.7,23183.23,18549.71
3121,2017-08-07,39.02,27.74,4.59,3.7,Degradación_Equipos,28.9,56426.36,40118.07
3122,2014-08-03,57.98,29.4,6.82,3.92,Condiciones_Ambientales,16.4,47454.25,24066.53
3123,2002-09-04,40.3,24.84,4.74,3.31,Falla_Menor,67.4,135910.62,83783.32
3124,2017-01-22,33.71,56.33,3.97,7.51,Restricciones_Combustible,12.7,21359.0,35685.85
3125,2018-10-18,61.26,55.54,7.21,7.41,Falla_Menor,14.3,43812.78,39722.36
3126,2014-10-31,56.87,58.46,6.69,7.79,Mantenimiento_Programado,28.7,81516.1,83797.56
3127,2015-08-21,44.17,37.03,5.2,4.94,Falla_Menor,50.8,112274.12,94119.15
3128,2017-11-18,29.54,54.44,3.47,7.26,Degradación_Equipos,46.0,67900.98,125157.65
3129,2016-11-08,38.75,42.96,4.56,5.73,Degradación_Equipos,41.7,80721.38,89490.4
3130,2008-06-05,50.26,52.39,5.91,6.99,Restricciones_Combustible,41.6,104557.47,108980.07
3131,2019-06-05,44.62,41.3,5.25,5.51,Falla_Menor,18.6,41391.42,38307.67
3132,2014-02-14,37.59,53.92,4.42,7.19,Degradación_Equipos,9.0,16875.11,24204.01
3133,2000-03-16,48.88,45.66,5.75,6.09,Mantenimiento_Programado,54.1,132275.34,123559.07
3134,2000-03-26,62.6,23.48,7.36,3.13,Falla_Menor,59.6,186579.7,69984.91
3135,2019-01-24,67.56,44.75,7.95,5.97,Falla_Menor,34.8,117711.37,77971.54
3136,2012-01-04,49.72,52.03,5.85,6.94,Restricciones_Combustible,32.4,80496.95,84237.85
3137,2017-12-02,52.93,51.68,6.23,6.89,Falla_Menor,21.9,57994.02,56618.12
3138,2015-05-07,38.7,44.76,4.55,5.97,Restricciones_Combustible,35.9,69381.32,80235.72
3139,2004-07-21,43.57,41.46,5.13,5.53,Falla_Menor,17.0,37088.98,35294.77
3140,2017-03-19,39.83,50.19,4.69,6.69,Condiciones_Ambientales,67.0,133412.89,168119.08
3141,2003-11-20,34.79,30.54,4.09,4.07,Mantenimiento_Programado,70.5,122696.24,107679.04
3142,2009-09-17,52.38,45.92,6.16,6.12,Restricciones_Combustible,7.8,20513.06,17983.02
3143,2005-12-06,55.92,59.53,6.58,7.94,Mantenimiento_Programado,11.8,32926.81,35053.94
3144,2012-01-30,29.56,49.75,3.48,6.63,Condiciones_Ambientales,34.4,50907.95,85668.35
3145,2003-12-22,44.01,44.96,5.18,5.99,Restricciones_Combustible,39.4,86597.09,88459.64
3146,2010-04-10,47.53,54.77,5.59,7.3,Restricciones_Combustible,51.9,123261.69,142036.42
3147,2010-10-23,33.8,59.0,3.98,7.87,Mantenimiento_Programado,34.0,57425.21,100226.86
3148,2006-07-13,60.73,28.63,7.14,3.82,Condiciones_Ambientales,37.4,113620.66,53556.19
3149,2007-01-08,53.02,32.99,6.24,4.4,Degradación_Equipos,11.2,29598.86,18413.02
3150,2003-08-25,32.39,35.51,3.81,4.73,Degradación_Equipos,26.1,42221.2,46279.59
3151,2006-11-29,57.86,56.67,6.81,7.56,Degradación_Equipos,59.6,172548.53,168991.53
3152,2008-02-09,50.81,40.5,5.98,5.4,Degradación_Equipos,37.4,94898.5,75633.07
3153,2002-06-01,53.05,44.96,6.24,5.99,Degradación_Equipos,56.1,148738.58,126042.08
3154,2000-11-19,32.47,22.77,3.82,3.04,Condiciones_Ambientales,55.7,90362.78,63357.53
3155,2016-01-17,55.95,38.4,6.58,5.12,Condiciones_Ambientales,41.1,114892.42,78863.21
3156,2017-06-11,60.18,34.39,7.08,4.59,Falla_Menor,71.2,214259.98,122449.65
3157,2008-09-07,45.75,27.65,5.38,3.69,Falla_Menor,58.8,134505.8,81302.98
3158,2018-08-06,43.06,47.21,5.07,6.29,Falla_Menor,45.5,98055.32,107496.53
3159,2011-02-22,40.19,28.81,4.73,3.84,Restricciones_Combustible,43.9,88109.31,63166.05
3160,2018-09-06,67.37,43.13,7.93,5.75,Condiciones_Ambientales,51.5,173474.09,111061.07
3161,2019-10-01,53.69,57.41,6.32,7.65,Degradación_Equipos,4.5,12118.16,12957.33
3162,2014-11-04,48.95,25.32,5.76,3.38,Condiciones_Ambientales,46.7,114371.92,59145.99
3163,2010-05-07,61.33,29.3,7.22,3.91,Degradación_Equipos,10.8,33163.94,15845.22
3164,2016-01-16,36.9,41.18,4.34,5.49,Degradación_Equipos,24.2,44598.64,49772.37
3165,2006-11-02,41.1,55.14,4.84,7.35,Falla_Menor,29.9,61534.6,82545.75
3166,2017-12-08,49.26,24.12,5.8,3.22,Falla_Menor,26.2,64542.45,31600.98
3167,2001-10-11,31.2,32.15,3.67,4.29,Restricciones_Combustible,8.1,12682.68,13067.3
3168,2005-01-25,27.56,34.99,3.24,4.67,Condiciones_Ambientales,32.5,44823.23,56918.04
3169,2003-05-27,36.08,34.29,4.25,4.57,Mantenimiento_Programado,69.0,124429.23,118245.58
3170,2019-11-17,65.23,56.72,7.67,7.56,Falla_Menor,48.4,157992.68,137398.81
3171,2005-06-29,38.83,40.18,4.57,5.36,Mantenimiento_Programado,30.0,58197.97,60227.0
3172,2000-06-16,57.3,30.49,6.74,4.07,Condiciones_Ambientales,50.7,145175.71,77255.64
3173,2012-05-10,28.46,34.39,3.35,4.59,Degradación_Equipos,38.6,54953.24,66409.07
3174,2014-10-17,45.55,45.01,5.36,6.0,Mantenimiento_Programado,38.8,88380.58,87338.53
3175,2004-08-19,34.18,42.52,4.02,5.67,Condiciones_Ambientales,19.8,33794.85,42031.0
