ID_Registro,Fecha,Autodescarga_Porcentaje,Capacidad_MWh,Perdida_MWh,Temperatura_Ambiente_C,Configuracion_BESS,Estado_Sistema
8198,2002-06-17,0.0115,200,2.342,2.9,BESS_200MWh,Operativo
8199,2002-06-18,0.0174,200,3.519,7.7,BESS_200MWh,Operativo
8200,2002-06-19,0.0131,200,2.601,26.3,BESS_200MWh,Operativo
8201,2002-06-20,0.0187,200,3.756,15.4,BESS_200MWh,Operativo
8202,2002-06-21,0.024,200,4.775,26.6,BESS_200MWh,Operativo
8203,2002-06-22,0.0295,200,5.848,29.8,BESS_200MWh,Operativo
8204,2002-06-23,0.0125,200,2.469,35.8,BESS_200MWh,Operativo
8205,2002-06-24,0.0248,200,4.993,13.7,BESS_200MWh,Operativo
8206,2002-06-25,0.0181,200,3.594,25.1,BESS_200MWh,Operativo
8207,2002-06-26,0.0214,200,4.271,19.8,BESS_200MWh,Operativo
8208,2002-06-27,0.0294,200,5.949,7.3,BESS_200MWh,Operativo
8209,2002-06-28,0.0139,200,2.78,20.7,BESS_200MWh,Operativo
8210,2002-06-29,0.0188,200,3.688,37.2,BESS_200MWh,Operativo
8211,2002-06-30,0.0186,200,3.666,35.2,BESS_200MWh,Operativo
8212,2002-07-01,0.0166,200,3.304,23.3,BESS_200MWh,Operativo
8213,2002-07-02,0.0299,200,5.983,19.8,BESS_200MWh,Operativo
8214,2002-07-03,0.0209,200,4.139,29.1,BESS_200MWh,Operativo
8215,2002-07-04,0.0245,200,4.896,19.9,BESS_200MWh,Operativo
8216,2002-07-05,0.0166,200,3.376,1.1,BESS_200MWh,Operativo
8217,2002-07-06,0.0185,200,3.7,20.3,BESS_200MWh,Operativo
8218,2002-07-07,0.0271,200,5.339,34.2,BESS_200MWh,Operativo
8219,2002-07-08,0.014,200,2.77,28.8,BESS_200MWh,Operativo
8220,2002-07-09,0.0138,200,2.747,24.0,BESS_200MWh,Operativo
8221,2002-07-10,0.0197,200,3.918,27.1,BESS_200MWh,Operativo
8222,2002-07-11,0.0136,200,2.695,31.9,BESS_200MWh,Operativo
8223,2002-07-12,0.0295,200,5.905,20.3,BESS_200MWh,Operativo
8224,2002-07-13,0.0137,200,2.746,16.6,BESS_200MWh,Operativo
8225,2002-07-14,0.0292,200,5.784,28.1,BESS_200MWh,Operativo
8226,2002-07-15,0.0187,200,3.731,23.5,BESS_200MWh,Operativo
8227,2002-07-16,0.0249,200,4.952,27.5,BESS_200MWh,Operativo
8228,2002-07-17,0.0109,200,2.175,24.2,BESS_200MWh,Operativo
8229,2002-07-18,0.0209,200,4.151,27.6,BESS_200MWh,Operativo
8230,2002-07-19,0.0206,200,4.059,36.0,BESS_200MWh,Operativo
8231,2002-07-20,0.0164,200,3.269,25.9,BESS_200MWh,Operativo
8232,2002-07-21,0.0256,200,5.157,11.5,BESS_200MWh,Operativo
8233,2002-07-22,0.0274,200,5.434,27.2,BESS_200MWh,Operativo
8234,2002-07-23,0.0201,200,4.026,16.6,BESS_200MWh,Operativo
8235,2002-07-24,0.0137,200,2.705,33.0,BESS_200MWh,Operativo
8236,2002-07-25,0.0194,200,3.841,28.8,BESS_200MWh,Operativo
8237,2002-07-26,0.0136,200,2.717,18.9,BESS_200MWh,Operativo
8238,2002-07-27,0.0116,200,2.308,25.9,BESS_200MWh,Operativo
8239,2002-07-28,0.0148,200,2.97,14.2,BESS_200MWh,Operativo
8240,2002-07-29,0.0206,200,4.015,44.2,BESS_200MWh,Operativo
8241,2002-07-30,0.0155,200,3.09,21.3,BESS_200MWh,Operativo
8242,2002-07-31,0.0134,200,2.66,26.5,BESS_200MWh,Operativo
8243,2002-08-01,0.0138,200,2.749,25.3,BESS_200MWh,Operativo
8244,2002-08-02,0.0255,200,5.125,16.3,BESS_200MWh,Operativo
8245,2002-08-03,0.0164,200,3.318,9.8,BESS_200MWh,Operativo
8246,2002-08-04,0.0109,200,2.205,12.8,BESS_200MWh,Operativo
8247,2002-08-05,0.0285,200,5.682,23.5,BESS_200MWh,Operativo
8248,2002-08-06,0.0285,200,5.663,27.3,BESS_200MWh,Operativo
8249,2002-08-07,0.0158,200,3.153,22.1,BESS_200MWh,Operativo
8250,2002-08-08,0.0294,200,5.906,17.1,BESS_200MWh,Operativo
8251,2002-08-09,0.0149,200,3.018,10.2,BESS_200MWh,Operativo
8252,2002-08-10,0.0214,200,4.243,29.9,BESS_200MWh,Operativo
8253,2002-08-11,0.0195,200,3.91,14.8,BESS_200MWh,Operativo
8254,2002-08-12,0.0184,200,3.626,36.0,BESS_200MWh,Operativo
8255,2002-08-13,0.0273,200,5.403,30.3,BESS_200MWh,Operativo
8256,2002-08-14,0.0156,200,3.087,29.8,BESS_200MWh,Operativo
8257,2002-08-15,0.0188,200,3.822,4.9,BESS_200MWh,Operativo
8258,2002-08-16,0.03,200,5.972,25.9,BESS_200MWh,Operativo
8259,2002-08-17,0.0192,200,3.794,30.1,BESS_200MWh,Operativo
8260,2002-08-18,0.0149,200,2.99,16.3,BESS_200MWh,Operativo
8261,2002-08-19,0.0261,200,5.209,20.9,BESS_200MWh,Operativo
8262,2002-08-20,0.02,200,3.991,21.8,BESS_200MWh,Operativo
8263,2002-08-21,0.0126,200,2.496,28.5,BESS_200MWh,Operativo
8264,2002-08-22,0.0184,200,3.659,25.1,BESS_200MWh,Operativo
8265,2002-08-23,0.0257,200,5.061,35.1,BESS_200MWh,Operativo
8266,2002-08-24,0.0154,200,3.073,22.2,BESS_200MWh,Operativo
8267,2002-08-25,0.0101,200,2.022,15.2,BESS_200MWh,Operativo
8268,2002-08-26,0.0235,200,4.682,21.6,BESS_200MWh,Operativo
8269,2002-08-27,0.0119,200,2.425,3.6,BESS_200MWh,Operativo
8270,2002-08-28,0.0208,200,4.101,32.4,BESS_200MWh,Operativo
8271,2002-08-29,0.0111,200,2.2,32.0,BESS_200MWh,Operativo
8272,2002-08-30,0.0253,200,5.102,13.7,BESS_200MWh,Operativo
8273,2002-08-31,0.0233,200,4.644,21.4,BESS_200MWh,Operativo
8274,2002-09-01,0.017,200,3.381,23.9,BESS_200MWh,Operativo
8275,2002-09-02,0.0238,200,4.7,32.0,BESS_200MWh,Operativo
8276,2002-09-03,0.023,200,4.677,3.6,BESS_200MWh,Operativo
8277,2002-09-04,0.0193,200,3.822,29.7,BESS_200MWh,Operativo
8278,2002-09-05,0.0188,200,3.759,20.2,BESS_200MWh,Operativo
8279,2002-09-06,0.0224,200,4.452,25.3,BESS_200MWh,Operativo
8280,2002-09-07,0.0295,200,5.906,19.0,BESS_200MWh,Operativo
8281,2002-09-08,0.0138,200,2.752,20.2,BESS_200MWh,Operativo
8282,2002-09-09,0.0216,200,4.296,27.5,BESS_200MWh,Operativo
8283,2002-09-10,0.0291,200,5.774,27.6,BESS_200MWh,Operativo
8284,2002-09-11,0.0279,200,5.513,33.8,BESS_200MWh,Operativo
8285,2002-09-12,0.0232,200,4.633,22.2,BESS_200MWh,Operativo
8286,2002-09-13,0.0287,200,5.77,15.2,BESS_200MWh,Operativo
8287,2002-09-14,0.0203,200,4.129,2.4,BESS_200MWh,Operativo
8288,2002-09-15,0.0213,200,4.25,23.1,BESS_200MWh,Operativo
8289,2002-09-16,0.0285,200,5.751,10.4,BESS_200MWh,Operativo
8290,2002-09-17,0.0243,200,4.818,27.1,BESS_200MWh,Operativo
8291,2002-09-18,0.0187,200,3.694,30.6,BESS_200MWh,Operativo
8292,2002-09-19,0.0143,200,2.861,22.5,BESS_200MWh,Operativo
8293,2002-09-20,0.0193,200,3.792,38.2,BESS_200MWh,Operativo
8294,2002-09-21,0.0113,200,2.273,14.1,BESS_200MWh,Operativo
8295,2002-09-22,0.014,200,2.746,36.6,BESS_200MWh,Operativo
8296,2002-09-23,0.0106,200,2.173,-2.1,BESS_200MWh,Operativo
8297,2002-09-24,0.0187,200,3.774,10.2,BESS_200MWh,Operativo
8298,2002-09-25,0.0189,200,3.767,23.2,BESS_200MWh,Operativo
8299,2002-09-26,0.0248,200,4.957,22.2,BESS_200MWh,Operativo
8300,2002-09-27,0.0175,200,3.533,12.4,BESS_200MWh,Operativo
8301,2002-09-28,0.0189,200,3.803,13.1,BESS_200MWh,Operativo
8302,2002-09-29,0.0219,200,4.393,17.7,BESS_200MWh,Operativo
8303,2002-09-30,0.0186,200,3.7,25.0,BESS_200MWh,Operativo
8304,2002-10-01,0.0218,200,4.319,27.3,BESS_200MWh,Operativo
8305,2002-10-02,0.015,200,2.948,35.3,BESS_200MWh,Operativo
8306,2002-10-03,0.0123,200,2.47,19.2,BESS_200MWh,Operativo
8307,2002-10-04,0.0124,200,2.475,23.5,BESS_200MWh,Operativo
8308,2002-10-05,0.0201,200,4.036,17.5,BESS_200MWh,Operativo
8309,2002-10-06,0.0294,200,5.904,17.2,BESS_200MWh,Operativo
8310,2002-10-07,0.0298,200,5.944,24.0,BESS_200MWh,Operativo
8311,2002-10-08,0.0198,200,3.961,19.3,BESS_200MWh,Operativo
8312,2002-10-09,0.0292,200,5.785,30.9,BESS_200MWh,Operativo
8313,2002-10-10,0.0253,200,4.974,38.9,BESS_200MWh,Operativo
8314,2002-10-11,0.0146,200,2.907,22.6,BESS_200MWh,Operativo
8315,2002-10-12,0.0273,200,5.42,26.4,BESS_200MWh,Operativo
8316,2002-10-13,0.0294,200,5.965,4.4,BESS_200MWh,Operativo
8317,2002-10-14,0.0111,200,2.212,25.3,BESS_200MWh,Operativo
8318,2002-10-15,0.0225,200,4.547,10.8,BESS_200MWh,Operativo
8319,2002-10-16,0.0245,200,4.897,18.6,BESS_200MWh,Operativo
8320,2002-10-17,0.0199,200,3.961,26.2,BESS_200MWh,Operativo
8321,2002-10-18,0.0241,200,4.802,23.3,BESS_200MWh,Operativo
8322,2002-10-19,0.0294,200,5.847,25.0,BESS_200MWh,Operativo
8323,2002-10-20,0.0249,200,4.957,25.7,BESS_200MWh,Operativo
8324,2002-10-21,0.0201,200,4.033,16.9,BESS_200MWh,Operativo
8325,2002-10-22,0.0284,200,5.673,21.9,BESS_200MWh,Operativo
8326,2002-10-23,0.0102,200,2.054,14.4,BESS_200MWh,Operativo
8327,2002-10-24,0.0131,200,2.599,30.7,BESS_200MWh,Operativo
8328,2002-10-25,0.0182,200,3.678,11.2,BESS_200MWh,Operativo
8329,2002-10-26,0.019,200,3.773,28.1,BESS_200MWh,Operativo
8330,2002-10-27,0.0291,200,5.854,15.2,BESS_200MWh,Operativo
8331,2002-10-28,0.0295,200,5.933,14.0,BESS_200MWh,Operativo
8332,2002-10-29,0.012,200,2.393,20.3,BESS_200MWh,Operativo
8333,2002-10-30,0.0271,200,5.49,7.8,BESS_200MWh,Operativo
8334,2002-10-31,0.0208,200,4.147,23.7,BESS_200MWh,Operativo
8335,2002-11-01,0.0224,200,4.461,24.0,BESS_200MWh,Operativo
8336,2002-11-02,0.0199,200,3.935,29.0,BESS_200MWh,Operativo
8337,2002-11-03,0.022,200,4.412,16.1,BESS_200MWh,Operativo
8338,2002-11-04,0.0205,200,4.118,14.5,BESS_200MWh,Operativo
8339,2002-11-05,0.0143,200,2.855,20.3,BESS_200MWh,Operativo
8340,2002-11-06,0.0129,200,2.572,23.1,BESS_200MWh,Operativo
8341,2002-11-07,0.0282,200,5.691,9.7,BESS_200MWh,Operativo
8342,2002-11-08,0.0202,200,4.117,1.0,BESS_200MWh,Operativo
8343,2002-11-09,0.0164,200,3.264,23.6,BESS_200MWh,Operativo
8344,2002-11-10,0.0111,200,2.188,37.4,BESS_200MWh,Operativo
8345,2002-11-11,0.0117,200,2.315,31.7,BESS_200MWh,Operativo
8346,2002-11-12,0.0227,200,4.593,6.7,BESS_200MWh,Operativo
8347,2002-11-13,0.0137,200,2.747,20.4,BESS_200MWh,Operativo
8348,2002-11-14,0.0218,200,4.322,29.8,BESS_200MWh,Operativo
8349,2002-11-15,0.0258,200,5.157,20.6,BESS_200MWh,Operativo
8350,2002-11-16,0.0237,200,4.782,9.8,BESS_200MWh,Operativo
8351,2002-11-17,0.0139,200,2.817,7.7,BESS_200MWh,Operativo
8352,2002-11-18,0.0163,200,3.266,16.2,BESS_200MWh,Operativo
8353,2002-11-19,0.0157,200,3.148,18.2,BESS_200MWh,Operativo
8354,2002-11-20,0.0255,200,5.119,17.1,BESS_200MWh,Operativo
8355,2002-11-21,0.0226,200,4.533,17.6,BESS_200MWh,Operativo
8356,2002-11-22,0.027,200,5.461,7.9,BESS_200MWh,Operativo
8357,2002-11-23,0.0173,200,3.489,10.1,BESS_200MWh,Operativo
8358,2002-11-24,0.0223,200,4.512,9.3,BESS_200MWh,Operativo
8359,2002-11-25,0.017,200,3.477,-2.8,BESS_200MWh,Operativo
8360,2002-11-26,0.0175,200,3.537,9.2,BESS_200MWh,Operativo
8361,2002-11-27,0.0132,200,2.658,13.6,BESS_200MWh,Operativo
8362,2002-11-28,0.0136,200,2.725,21.3,BESS_200MWh,Operativo
8363,2002-11-29,0.0165,200,3.309,15.3,BESS_200MWh,Operativo
8364,2002-11-30,0.0236,200,4.775,7.7,BESS_200MWh,Operativo
8365,2002-12-01,0.0225,200,4.59,1.6,BESS_200MWh,Operativo
8366,2002-12-02,0.027,200,5.381,24.6,BESS_200MWh,Operativo
8367,2002-12-03,0.027,200,5.435,14.9,BESS_200MWh,Operativo
8368,2002-12-04,0.0244,200,4.909,12.9,BESS_200MWh,Operativo
8369,2002-12-05,0.0245,200,4.891,21.1,BESS_200MWh,Operativo
8370,2002-12-06,0.0104,200,2.107,4.1,BESS_200MWh,Operativo
8371,2002-12-07,0.0215,200,4.301,19.4,BESS_200MWh,Operativo
8372,2002-12-08,0.0278,200,5.553,21.3,BESS_200MWh,Operativo
8373,2002-12-09,0.019,200,3.822,13.3,BESS_200MWh,Operativo
8374,2002-12-10,0.0289,200,5.717,29.8,BESS_200MWh,Operativo
8375,2002-12-11,0.0114,200,2.288,16.5,BESS_200MWh,Operativo
8376,2002-12-12,0.0102,200,2.018,28.0,BESS_200MWh,Operativo
8377,2002-12-13,0.0161,200,3.189,29.0,BESS_200MWh,Operativo
8378,2002-12-14,0.0162,200,3.236,24.2,BESS_200MWh,Operativo
8379,2002-12-15,0.0189,200,3.753,24.7,BESS_200MWh,Operativo
8380,2002-12-16,0.0277,200,5.569,15.7,BESS_200MWh,Operativo
8381,2002-12-17,0.0206,200,4.153,13.0,BESS_200MWh,Operativo
8382,2002-12-18,0.0211,200,4.221,21.3,BESS_200MWh,Operativo
8383,2002-12-19,0.015,200,3.025,13.9,BESS_200MWh,Operativo
8384,2002-12-20,0.0212,200,4.336,-2.9,BESS_200MWh,Operativo
8385,2002-12-21,0.0203,200,4.054,19.7,BESS_200MWh,Operativo
8386,2002-12-22,0.0154,200,3.109,9.3,BESS_200MWh,Operativo
8387,2002-12-23,0.0276,200,5.502,24.5,BESS_200MWh,Operativo
8388,2002-12-24,0.0258,200,5.207,10.1,BESS_200MWh,Operativo
8389,2002-12-25,0.0115,200,2.327,4.6,BESS_200MWh,Operativo
8390,2002-12-26,0.0137,200,2.74,23.3,BESS_200MWh,Operativo
8391,2002-12-27,0.0149,200,2.954,29.6,BESS_200MWh,Operativo
8392,2002-12-28,0.0161,200,3.243,15.3,BESS_200MWh,Operativo
8393,2002-12-29,0.0299,200,5.945,24.4,BESS_200MWh,Operativo
8394,2002-12-30,0.0225,200,4.534,14.4,BESS_200MWh,Operativo
8395,2002-12-31,0.022,200,4.368,26.8,BESS_200MWh,Operativo
8396,2003-01-01,0.0198,200,3.988,10.5,BESS_200MWh,Operativo
8397,2003-01-02,0.0286,200,5.689,24.4,BESS_200MWh,Operativo
8398,2003-01-03,0.0248,200,4.971,16.6,BESS_200MWh,Operativo
8399,2003-01-04,0.0121,200,2.379,38.9,BESS_200MWh,Operativo
8400,2003-01-05,0.0116,200,2.323,22.9,BESS_200MWh,Operativo
8401,2003-01-06,0.0173,200,3.467,16.5,BESS_200MWh,Operativo
8402,2003-01-07,0.0144,200,2.84,35.5,BESS_200MWh,Operativo
8403,2003-01-08,0.013,200,2.624,8.6,BESS_200MWh,Operativo
8404,2003-01-09,0.0134,200,2.664,27.4,BESS_200MWh,Operativo
8405,2003-01-10,0.0123,200,2.448,25.8,BESS_200MWh,Operativo
8406,2003-01-11,0.0247,200,4.875,33.5,BESS_200MWh,Operativo
8407,2003-01-12,0.0297,200,5.895,27.5,BESS_200MWh,Operativo
8408,2003-01-13,0.0115,200,2.308,18.7,BESS_200MWh,Operativo
8409,2003-01-14,0.0262,200,5.153,35.0,BESS_200MWh,Operativo
8410,2003-01-15,0.0102,200,2.007,33.1,BESS_200MWh,Operativo
8411,2003-01-16,0.0141,200,2.813,21.3,BESS_200MWh,Operativo
8412,2003-01-17,0.0284,200,5.66,24.0,BESS_200MWh,Operativo
8413,2003-01-18,0.0126,200,2.567,3.6,BESS_200MWh,Operativo
8414,2003-01-19,0.0295,200,5.873,22.9,BESS_200MWh,Operativo
8415,2003-01-20,0.0254,200,5.065,21.0,BESS_200MWh,Operativo
8416,2003-01-21,0.0132,200,2.635,19.3,BESS_200MWh,Operativo
8417,2003-01-22,0.024,200,4.69,43.2,BESS_200MWh,Operativo
8418,2003-01-23,0.0257,200,5.099,27.6,BESS_200MWh,Operativo
8419,2003-01-24,0.0258,200,5.101,29.9,BESS_200MWh,Operativo
8420,2003-01-25,0.0153,200,3.055,21.3,BESS_200MWh,Operativo
8421,2003-01-26,0.0185,200,3.651,30.7,BESS_200MWh,Operativo
8422,2003-01-27,0.0168,200,3.348,25.7,BESS_200MWh,Operativo
8423,2003-01-28,0.0166,200,3.382,1.9,BESS_200MWh,Operativo
8424,2003-01-29,0.0167,200,3.346,17.0,BESS_200MWh,Operativo
8425,2003-01-30,0.0226,200,4.515,20.8,BESS_200MWh,Operativo
8426,2003-01-31,0.0288,200,5.856,4.8,BESS_200MWh,Operativo
8427,2003-02-01,0.0279,200,5.659,5.5,BESS_200MWh,Operativo
8428,2003-02-02,0.0296,200,5.964,13.1,BESS_200MWh,Operativo
8429,2003-02-03,0.0146,200,2.868,38.1,BESS_200MWh,Operativo
8430,2003-02-04,0.0178,200,3.589,12.0,BESS_200MWh,Operativo
8431,2003-02-05,0.0146,200,2.942,14.7,BESS_200MWh,Operativo
8432,2003-02-06,0.0146,200,2.933,17.5,BESS_200MWh,Operativo
8433,2003-02-07,0.0138,200,2.74,24.0,BESS_200MWh,Operativo
8434,2003-02-08,0.0236,200,4.715,19.7,BESS_200MWh,Operativo
8435,2003-02-09,0.0141,200,2.758,42.1,BESS_200MWh,Operativo
8436,2003-02-10,0.0173,200,3.447,24.1,BESS_200MWh,Operativo
8437,2003-02-11,0.026,200,5.189,20.8,BESS_200MWh,Operativo
8438,2003-02-12,0.0166,200,3.353,8.9,BESS_200MWh,Operativo
8439,2003-02-13,0.01,200,2.043,-3.9,BESS_200MWh,Operativo
8440,2003-02-14,0.0135,200,2.72,12.7,BESS_200MWh,Operativo
8441,2003-02-15,0.0176,200,3.52,17.8,BESS_200MWh,Operativo
8442,2003-02-16,0.0182,200,3.692,7.6,BESS_200MWh,Operativo
8443,2003-02-17,0.0221,200,4.456,11.4,BESS_200MWh,Operativo
8444,2003-02-18,0.0241,200,4.858,13.6,BESS_200MWh,Operativo
8445,2003-02-19,0.0257,200,5.144,20.3,BESS_200MWh,Operativo
8446,2003-02-20,0.0195,200,3.92,13.5,BESS_200MWh,Operativo
8447,2003-02-21,0.0188,200,3.752,20.4,BESS_200MWh,Operativo
8448,2003-02-22,0.0227,200,4.554,15.9,BESS_200MWh,Operativo
8449,2003-02-23,0.0262,200,5.283,13.1,BESS_200MWh,Operativo
8450,2003-02-24,0.0288,200,5.729,26.7,BESS_200MWh,Operativo
8451,2003-02-25,0.0114,200,2.323,5.1,BESS_200MWh,Operativo
8452,2003-02-26,0.0237,200,4.728,22.7,BESS_200MWh,Operativo
8453,2003-02-27,0.0261,200,5.253,14.1,BESS_200MWh,Operativo
8454,2003-02-28,0.0183,200,3.634,28.0,BESS_200MWh,Operativo
8455,2003-03-01,0.0171,200,3.446,10.4,BESS_200MWh,Operativo
8456,2003-03-02,0.0232,200,4.719,1.8,BESS_200MWh,Operativo
8457,2003-03-03,0.0225,200,4.509,17.9,BESS_200MWh,Operativo
8458,2003-03-04,0.0281,200,5.555,32.1,BESS_200MWh,Operativo
8459,2003-03-05,0.0295,200,5.954,9.8,BESS_200MWh,Operativo
8460,2003-03-06,0.0133,200,2.671,15.5,BESS_200MWh,Operativo
8461,2003-03-07,0.0178,200,3.547,24.9,BESS_200MWh,Operativo
8462,2003-03-08,0.0271,200,5.425,19.1,BESS_200MWh,Operativo
8463,2003-03-09,0.0293,200,5.898,15.1,BESS_200MWh,Operativo
8464,2003-03-10,0.0168,200,3.348,20.8,BESS_200MWh,Operativo
8465,2003-03-11,0.0278,200,5.442,42.4,BESS_200MWh,Operativo
8466,2003-03-12,0.0225,200,4.467,27.0,BESS_200MWh,Operativo
8467,2003-03-13,0.03,200,5.895,38.7,BESS_200MWh,Operativo
8468,2003-03-14,0.012,200,2.389,23.2,BESS_200MWh,Operativo
8469,2003-03-15,0.019,200,3.786,23.2,BESS_200MWh,Operativo
8470,2003-03-16,0.0195,200,3.888,25.7,BESS_200MWh,Operativo
8471,2003-03-17,0.0248,200,4.94,22.3,BESS_200MWh,Operativo
8472,2003-03-18,0.026,200,5.221,17.1,BESS_200MWh,Operativo
8473,2003-03-19,0.0255,200,5.121,14.7,BESS_200MWh,Operativo
8474,2003-03-20,0.0262,200,5.241,20.5,BESS_200MWh,Operativo
8475,2003-03-21,0.011,200,2.204,21.0,BESS_200MWh,Operativo
8476,2003-03-22,0.0104,200,2.064,23.3,BESS_200MWh,Operativo
8477,2003-03-23,0.0123,200,2.426,30.4,BESS_200MWh,Operativo
8478,2003-03-24,0.0278,200,5.474,35.2,BESS_200MWh,Operativo
8479,2003-03-25,0.0269,200,5.45,5.7,BESS_200MWh,Operativo
8480,2003-03-26,0.024,200,4.764,29.4,BESS_200MWh,Operativo
8481,2003-03-27,0.0137,200,2.737,23.1,BESS_200MWh,Operativo
8482,2003-03-28,0.0184,200,3.697,13.7,BESS_200MWh,Operativo
8483,2003-03-29,0.0253,200,5.011,29.8,BESS_200MWh,Operativo
8484,2003-03-30,0.0196,200,3.924,20.4,BESS_200MWh,Operativo
8485,2003-03-31,0.015,200,2.983,26.8,BESS_200MWh,Operativo
8486,2003-04-01,0.0239,200,4.803,17.0,BESS_200MWh,Operativo
8487,2003-04-02,0.0138,200,2.766,17.3,BESS_200MWh,Operativo
8488,2003-04-03,0.0228,200,4.566,19.2,BESS_200MWh,Operativo
8489,2003-04-04,0.0177,200,3.49,35.8,BESS_200MWh,Operativo
8490,2003-04-05,0.0219,200,4.402,15.7,BESS_200MWh,Operativo
8491,2003-04-06,0.0195,200,3.881,22.7,BESS_200MWh,Operativo
8492,2003-04-07,0.021,200,4.227,11.9,BESS_200MWh,Operativo
8493,2003-04-08,0.0301,200,5.953,31.8,BESS_200MWh,Operativo
8494,2003-04-09,0.0295,200,5.764,43.1,BESS_200MWh,Operativo
8495,2003-04-10,0.0195,200,3.918,15.5,BESS_200MWh,Operativo
8496,2003-04-11,0.0156,200,3.163,7.4,BESS_200MWh,Operativo
8497,2003-04-12,0.0207,200,4.029,45.4,BESS_200MWh,Operativo
8498,2003-04-13,0.0158,200,3.126,30.5,BESS_200MWh,Operativo
8499,2003-04-14,0.0208,200,4.157,21.0,BESS_200MWh,Operativo
8500,2003-04-15,0.0243,200,4.926,5.8,BESS_200MWh,Operativo
8501,2003-04-16,0.0293,200,5.807,27.8,BESS_200MWh,Operativo
8502,2003-04-17,0.0151,200,2.977,32.1,BESS_200MWh,Operativo
8503,2003-04-18,0.0198,200,4.028,4.6,BESS_200MWh,Operativo
8504,2003-04-19,0.0148,200,3.008,3.6,BESS_200MWh,Operativo
8505,2003-04-20,0.0166,200,3.336,13.9,BESS_200MWh,Operativo
8506,2003-04-21,0.0114,200,2.252,34.7,BESS_200MWh,Operativo
8507,2003-04-22,0.0109,200,2.199,13.8,BESS_200MWh,Operativo
8508,2003-04-23,0.0286,200,5.766,13.3,BESS_200MWh,Operativo
8509,2003-04-24,0.0218,200,4.32,31.1,BESS_200MWh,Operativo
8510,2003-04-25,0.018,200,3.539,38.6,BESS_200MWh,Operativo
8511,2003-04-26,0.0113,200,2.309,-0.1,BESS_200MWh,Operativo
8512,2003-04-27,0.0118,200,2.397,8.1,BESS_200MWh,Operativo
8513,2003-04-28,0.0169,200,3.408,11.6,BESS_200MWh,Operativo
8514,2003-04-29,0.0156,200,3.141,10.2,BESS_200MWh,Operativo
8515,2003-04-30,0.0229,200,4.505,34.9,BESS_200MWh,Operativo
8516,2003-05-01,0.01,200,2.028,9.0,BESS_200MWh,Operativo
8517,2003-05-02,0.0227,200,4.466,35.4,BESS_200MWh,Operativo
8518,2003-05-03,0.0279,200,5.664,6.1,BESS_200MWh,Operativo
8519,2003-05-04,0.0289,200,5.85,7.1,BESS_200MWh,Operativo
8520,2003-05-05,0.0286,200,5.705,22.0,BESS_200MWh,Operativo
8521,2003-05-06,0.0194,200,3.922,10.4,BESS_200MWh,Operativo
8522,2003-05-07,0.0282,200,5.655,16.3,BESS_200MWh,Operativo
8523,2003-05-08,0.0293,200,5.862,19.6,BESS_200MWh,Operativo
8524,2003-05-09,0.0272,200,5.408,25.4,BESS_200MWh,Operativo
8525,2003-05-10,0.0244,200,4.811,32.8,BESS_200MWh,Operativo
8526,2003-05-11,0.0194,200,3.879,18.8,BESS_200MWh,Operativo
8527,2003-05-12,0.0258,200,5.147,21.3,BESS_200MWh,Operativo
8528,2003-05-13,0.0288,200,5.74,23.6,BESS_200MWh,Operativo
8529,2003-05-14,0.0208,200,4.136,23.5,BESS_200MWh,Operativo
8530,2003-05-15,0.0206,200,4.186,5.2,BESS_200MWh,Operativo
8531,2003-05-16,0.0151,200,3.051,11.3,BESS_200MWh,Operativo
8532,2003-05-17,0.0198,200,3.945,24.7,BESS_200MWh,Operativo
8533,2003-05-18,0.0148,200,2.987,12.7,BESS_200MWh,Operativo
8534,2003-05-19,0.0229,200,4.553,24.9,BESS_200MWh,Operativo
8535,2003-05-20,0.0141,200,2.796,30.7,BESS_200MWh,Operativo
8536,2003-05-21,0.0275,200,5.478,24.5,BESS_200MWh,Operativo
8537,2003-05-22,0.0226,200,4.477,28.3,BESS_200MWh,Operativo
8538,2003-05-23,0.023,200,4.679,1.4,BESS_200MWh,Operativo
8539,2003-05-24,0.0225,200,4.477,25.8,BESS_200MWh,Operativo
8540,2003-05-25,0.018,200,3.657,6.2,BESS_200MWh,Operativo
8541,2003-05-26,0.0192,200,3.81,30.4,BESS_200MWh,Operativo
8542,2003-05-27,0.0142,200,2.8,33.0,BESS_200MWh,Operativo
8543,2003-05-28,0.0101,200,2.005,24.4,BESS_200MWh,Operativo
8544,2003-05-29,0.0281,200,5.569,27.9,BESS_200MWh,Operativo
8545,2003-05-30,0.0154,200,3.077,19.6,BESS_200MWh,Operativo
8546,2003-05-31,0.0284,200,5.665,22.6,BESS_200MWh,Operativo
8547,2003-06-01,0.0226,200,4.57,10.9,BESS_200MWh,Operativo
8548,2003-06-02,0.0224,200,4.535,7.7,BESS_200MWh,Operativo
8549,2003-06-03,0.0237,200,4.718,26.4,BESS_200MWh,Operativo
8550,2003-06-04,0.0231,200,4.616,20.7,BESS_200MWh,Operativo
8551,2003-06-05,0.0132,200,2.66,10.9,BESS_200MWh,Operativo
8552,2003-06-06,0.0293,200,5.807,30.3,BESS_200MWh,Operativo
8553,2003-06-07,0.0111,200,2.242,7.4,BESS_200MWh,Operativo
8554,2003-06-08,0.0285,200,5.696,20.0,BESS_200MWh,Operativo
