ID_Registro,Fecha,Costo_Falla_USD,Equipo_Afectado,Severidad,Duracion_Horas,MWh_No_Suministrado,Multa_Incumplimiento_USD,Costo_Total_USD
2955,2000-07-01,10323.19,Sistema_Auxiliar,Crítica,34.8,90.85,8176.64,18499.82
2956,2018-05-08,6356.48,TV,Moderada,33.0,52.08,4686.83,11043.31
2957,2014-05-14,17165.4,TV,Crítica,10.2,60.95,5485.31,22650.71
2958,2018-05-29,4379.33,BESS,Mayor,14.9,32.35,2911.75,7291.08
2959,2015-03-19,5385.04,CC2,Menor,38.2,117.65,10588.89,15973.93
2960,2017-08-25,5670.44,TV,Moderada,25.6,107.76,9697.99,15368.43
2961,2000-05-11,4919.74,CC1,Menor,18.7,35.95,3235.29,8155.04
2962,2006-02-20,4668.97,CC2,Moderada,42.0,94.32,8488.79,13157.76
2963,2002-12-30,3871.62,BESS,Menor,10.1,169.83,15284.97,19156.59
2964,2007-01-14,9012.88,CC2,Mayor,45.6,124.63,11216.67,20229.55
2965,2001-12-29,9204.26,Sistema_Auxiliar,Mayor,34.0,27.66,2489.4,11693.66
2966,2015-01-13,5863.88,BESS,Mayor,27.2,109.93,9893.76,15757.64
2967,2012-01-30,6743.95,CC2,Mayor,29.5,11.86,1067.11,7811.06
2968,2004-03-29,9758.58,CC2,Moderada,5.5,73.68,6631.12,16389.69
2969,2001-08-12,6781.35,TV,Menor,46.6,163.88,14748.98,21530.32
2970,2017-11-17,15935.3,BESS,Crítica,31.7,134.79,12130.85,28066.15
2971,2014-01-03,5046.43,CC1,Moderada,16.0,90.61,8154.46,13200.89
2972,2015-04-14,8994.47,CC1,Moderada,18.5,25.24,2271.91,11266.38
2973,2015-01-27,3419.58,Sistema_Auxiliar,Menor,11.4,82.13,7392.08,10811.66
2974,2011-01-30,8554.65,BESS,Moderada,22.7,92.35,8311.28,16865.93
2975,2006-12-26,6829.78,CC2,Moderada,39.1,56.26,5063.77,11893.55
2976,2015-11-04,12469.21,Sistema_Auxiliar,Crítica,2.7,164.9,14841.14,27310.35
2977,2012-04-22,10859.83,CC1,Crítica,3.9,27.07,2436.57,13296.4
2978,2009-02-14,3417.7,TV,Moderada,38.4,10.22,919.6,4337.3
2979,2000-07-16,12758.89,BESS,Crítica,24.8,106.79,9610.77,22369.66
2980,2017-04-18,3222.19,TV,Menor,19.1,10.67,960.69,4182.88
2981,2010-03-10,5775.13,CC1,Crítica,23.7,76.93,6924.01,12699.13
2982,2009-04-18,13089.26,Sistema_Auxiliar,Crítica,11.2,60.17,5415.55,18504.8
2983,2004-11-02,3519.22,CC1,Menor,33.6,160.55,14449.2,17968.42
2984,2016-02-19,10998.62,CC1,Crítica,21.6,117.9,10611.44,21610.06
2985,2014-01-10,8467.3,BESS,Moderada,31.8,39.47,3552.1,12019.4
2986,2016-01-13,4601.79,CC2,Menor,11.7,163.02,14671.62,19273.41
2987,2016-09-17,5566.64,Sistema_Auxiliar,Menor,44.1,46.32,4169.23,9735.87
2988,2002-03-01,2651.36,Sistema_Auxiliar,Menor,2.4,149.2,13428.18,16079.54
2989,2000-09-13,11386.72,BESS,Mayor,40.3,131.51,11836.14,23222.86
2990,2000-11-04,3824.65,Sistema_Auxiliar,Moderada,16.8,36.66,3299.85,7124.5
2991,2005-08-05,5205.58,Sistema_Auxiliar,Menor,11.3,161.62,14545.4,19750.98
2992,2006-06-26,6039.92,CC1,Mayor,41.7,176.94,15924.43,21964.34
2993,2018-12-08,5186.37,CC1,Mayor,6.2,51.79,4661.17,9847.54
2994,2011-05-06,8273.64,TV,Moderada,36.9,157.2,14147.77,22421.41
2995,2002-03-30,6791.47,CC2,Crítica,12.5,76.33,6869.56,13661.03
2996,2009-04-29,6364.76,TV,Crítica,22.0,197.17,17745.66,24110.42
2997,2013-12-14,17015.67,CC2,Crítica,14.9,195.4,17586.0,34601.67
2998,2000-02-15,2526.35,CC2,Menor,34.2,23.36,2102.65,4629.0
2999,2018-03-12,8876.21,CC1,Mayor,41.5,197.35,17761.83,26638.04
3000,2019-04-06,13037.83,TV,Crítica,23.9,138.09,12428.27,25466.11
3001,2017-05-20,7250.59,CC2,Crítica,7.6,107.39,9665.19,16915.77
3002,2006-02-02,6314.63,Sistema_Auxiliar,Crítica,26.4,28.79,2590.7,8905.33
3003,2007-03-15,17202.5,CC1,Crítica,47.5,66.6,5994.42,23196.91
3004,2009-11-12,11723.36,Sistema_Auxiliar,Crítica,7.5,35.62,3205.66,14929.02
3005,2007-09-20,5953.01,TV,Moderada,18.3,157.93,14213.67,20166.68
3006,2009-06-23,7359.27,TV,Menor,7.4,48.47,4362.73,11722.01
3007,2001-07-25,7832.75,Sistema_Auxiliar,Moderada,28.8,179.52,16157.15,23989.9
3008,2019-08-02,3232.63,CC1,Menor,15.2,96.27,8664.7,11897.33
3009,2000-09-21,3620.45,BESS,Moderada,1.4,185.16,16664.29,20284.75
3010,2003-01-03,5662.02,CC1,Moderada,30.8,108.66,9779.16,15441.18
3011,2012-01-17,8852.71,CC2,Crítica,4.6,125.82,11323.49,20176.2
3012,2013-07-03,12052.09,BESS,Crítica,5.2,29.41,2646.99,14699.09
3013,2015-05-13,6816.48,Sistema_Auxiliar,Moderada,20.1,93.85,8446.64,15263.12
3014,2002-11-01,3971.17,BESS,Moderada,29.0,87.9,7910.65,11881.83
3015,2001-03-12,5585.1,CC2,Mayor,34.9,181.76,16357.99,21943.09
3016,2017-09-06,13503.83,TV,Crítica,23.0,182.19,16397.15,29900.98
3017,2015-12-06,12048.27,CC1,Mayor,45.6,78.64,7077.37,19125.64
3018,2015-03-01,15216.6,TV,Crítica,22.4,145.65,13108.42,28325.02
3019,2016-05-12,8396.31,CC1,Mayor,26.7,88.21,7939.23,16335.54
3020,2017-12-17,5753.9,Sistema_Auxiliar,Moderada,1.6,156.4,14075.98,19829.88
3021,2001-06-17,14103.11,TV,Crítica,31.1,127.24,11452.01,25555.12
3022,2004-01-14,6514.54,BESS,Crítica,29.3,135.68,12211.25,18725.8
3023,2008-01-03,15277.91,CC2,Crítica,44.6,198.09,17827.89,33105.79
3024,2000-01-01,3762.17,TV,Moderada,38.0,15.27,1374.1,5136.27
3025,2009-06-01,12717.36,CC2,Mayor,40.6,172.09,15488.07,28205.43
3026,2014-07-09,9497.7,BESS,Mayor,27.3,78.86,7097.22,16594.92
3027,2015-01-13,3803.71,BESS,Menor,24.4,123.04,11073.31,14877.01
3028,2000-03-08,3813.72,BESS,Moderada,40.9,42.15,3793.59,7607.31
3029,2007-03-22,4025.52,CC2,Moderada,12.5,150.19,13516.68,17542.21
3030,2000-08-02,7923.08,TV,Menor,30.7,79.95,7195.6,15118.67
3031,2002-08-29,5171.36,CC2,Menor,29.6,167.79,15100.86,20272.22
3032,2005-04-01,17378.59,CC2,Crítica,12.7,187.13,16841.69,34220.28
3033,2004-08-08,7926.76,TV,Crítica,33.9,190.83,17174.64,25101.4
3034,2019-02-27,9118.0,Sistema_Auxiliar,Moderada,29.5,72.88,6559.28,15677.27
3035,2015-10-01,6165.32,CC2,Moderada,3.3,172.88,15558.8,21724.12
3036,2018-10-21,5620.87,Sistema_Auxiliar,Menor,46.0,172.39,15514.92,21135.79
3037,2018-05-04,2466.26,TV,Menor,14.3,147.34,13260.23,15726.49
3038,2005-01-18,3728.78,CC2,Menor,3.9,184.6,16613.78,20342.56
3039,2011-07-09,12219.51,TV,Mayor,22.1,194.93,17543.55,29763.06
3040,2000-12-03,13592.24,Sistema_Auxiliar,Crítica,42.3,38.82,3494.13,17086.38
3041,2019-06-02,8840.69,CC1,Mayor,31.5,176.64,15897.5,24738.2
3042,2015-04-02,9268.3,TV,Mayor,11.1,102.29,9206.18,18474.48
3043,2002-07-05,5052.17,Sistema_Auxiliar,Menor,17.5,178.17,16034.94,21087.11
3044,2014-12-06,12545.98,BESS,Mayor,25.0,44.71,4023.98,16569.96
3045,2012-12-01,5015.22,Sistema_Auxiliar,Moderada,17.9,21.97,1977.56,6992.79
3046,2006-04-12,15437.11,Sistema_Auxiliar,Crítica,42.1,159.12,14320.72,29757.83
3047,2003-09-23,7525.91,Sistema_Auxiliar,Mayor,17.1,39.03,3512.66,11038.57
3048,2014-01-01,5663.62,CC2,Mayor,47.5,56.22,5060.11,10723.72
3049,2002-05-02,9042.03,BESS,Crítica,17.1,72.07,6486.2,15528.22
3050,2010-08-06,6598.22,CC1,Crítica,9.8,169.33,15239.68,21837.9
3051,2006-04-02,7171.49,CC1,Menor,9.3,40.15,3613.82,10785.31
3052,2014-06-10,4262.66,CC1,Moderada,17.1,106.73,9605.75,13868.41
3053,2007-07-01,5335.2,BESS,Moderada,38.0,142.39,12814.98,18150.17
3054,2013-12-03,7459.02,BESS,Menor,7.0,80.25,7222.77,14681.79
3055,2011-11-12,5057.42,Sistema_Auxiliar,Moderada,20.5,32.38,2913.76,7971.18
3056,2016-11-10,6459.27,Sistema_Auxiliar,Menor,1.5,155.03,13953.11,20412.38
3057,2012-01-13,8812.28,BESS,Moderada,27.6,158.21,14239.26,23051.54
3058,2007-04-13,4645.65,TV,Menor,34.3,167.46,15071.53,19717.18
3059,2002-12-28,3436.61,Sistema_Auxiliar,Menor,34.7,168.47,15162.12,18598.73
3060,2002-11-02,9675.34,CC1,Crítica,32.3,76.58,6892.23,16567.56
3061,2002-03-24,8373.29,BESS,Crítica,41.1,43.02,3872.0,12245.29
3062,2000-04-02,11541.38,Sistema_Auxiliar,Crítica,35.0,182.83,16454.4,27995.78
3063,2002-04-19,9458.11,CC2,Mayor,37.3,194.58,17512.26,26970.37
3064,2009-01-02,4861.88,CC2,Moderada,31.8,120.03,10803.09,15664.97
3065,2013-07-21,4129.61,CC2,Moderada,39.0,182.53,16428.07,20557.69
3066,2016-03-28,7853.97,TV,Menor,16.6,15.35,1381.95,9235.92
3067,2000-02-29,7559.6,CC1,Moderada,13.6,107.58,9682.41,17242.01
3068,2011-04-22,5488.98,TV,Menor,34.6,51.37,4623.74,10112.72
3069,2016-12-24,9914.87,Sistema_Auxiliar,Crítica,12.0,44.9,4040.61,13955.48
3070,2007-05-21,6301.5,TV,Moderada,10.6,115.58,10401.86,16703.36
3071,2014-07-24,6820.12,Sistema_Auxiliar,Moderada,27.9,199.4,17945.71,24765.83
3072,2002-07-03,8583.01,BESS,Crítica,17.6,77.59,6983.51,15566.51
3073,2015-09-01,5023.69,CC2,Menor,5.2,199.35,17941.2,22964.89
3074,2013-12-11,5847.2,BESS,Moderada,45.3,41.62,3745.77,9592.97
3075,2018-08-25,7701.59,TV,Crítica,42.7,119.43,10748.54,18450.13
3076,2002-01-05,7723.33,CC1,Moderada,45.8,63.08,5676.99,13400.32
3077,2005-04-01,5640.02,CC2,Menor,13.3,103.32,9298.72,14938.74
3078,2004-08-19,9069.49,CC1,Crítica,9.9,111.37,10022.98,19092.47
3079,2005-08-08,15171.02,CC1,Crítica,30.0,58.8,5291.61,20462.63
3080,2014-12-25,12470.41,CC2,Mayor,5.9,175.7,15813.09,28283.5
3081,2019-10-30,10252.77,BESS,Crítica,34.7,177.6,15984.04,26236.82
3082,2001-05-29,9518.11,CC1,Moderada,45.9,32.87,2958.51,12476.61
3083,2004-09-01,7635.23,Sistema_Auxiliar,Menor,12.4,16.77,1509.15,9144.38
3084,2019-11-28,14138.43,CC2,Crítica,25.3,184.29,16585.75,30724.19
3085,2014-04-15,7170.81,CC1,Menor,13.4,71.6,6444.4,13615.22
3086,2016-02-19,2673.91,CC1,Menor,7.3,165.75,14917.53,17591.44
3087,2001-01-19,2564.18,TV,Menor,32.7,155.69,14011.78,16575.95
3088,2019-08-10,7322.58,CC1,Menor,9.5,28.62,2576.06,9898.64
3089,2003-08-19,11993.6,CC1,Mayor,28.0,91.35,8221.11,20214.7
3090,2001-07-29,14988.14,CC1,Crítica,4.2,79.98,7198.21,22186.35
3091,2008-04-22,9435.26,BESS,Crítica,6.4,70.43,6338.33,15773.59
3092,2014-09-20,3621.99,CC1,Menor,24.1,99.04,8913.68,12535.67
3093,2008-03-30,7738.6,BESS,Menor,15.3,16.81,1513.25,9251.85
3094,2014-03-22,14646.26,Sistema_Auxiliar,Crítica,10.3,112.51,10125.84,24772.1
3095,2000-02-04,10928.09,CC2,Crítica,22.7,38.25,3442.76,14370.85
3096,2006-07-08,4307.38,TV,Moderada,9.0,10.83,974.56,5281.94
3097,2004-04-17,4717.16,TV,Mayor,29.1,79.83,7184.8,11901.95
3098,2010-07-21,10647.21,Sistema_Auxiliar,Mayor,45.0,55.09,4957.73,15604.94
3099,2012-04-20,13082.36,BESS,Crítica,25.0,10.83,974.44,14056.8
3100,2018-05-01,17153.26,CC1,Crítica,46.5,77.78,7000.54,24153.79
3101,2008-11-25,5788.82,TV,Moderada,24.7,111.98,10077.89,15866.71
3102,2015-04-04,11872.87,CC2,Mayor,42.8,72.67,6540.06,18412.93
3103,2011-10-08,8231.38,CC2,Mayor,34.6,191.85,17266.52,25497.9
3104,2010-02-24,9208.54,Sistema_Auxiliar,Moderada,28.2,138.32,12449.13,21657.67
3105,2013-11-12,7663.84,CC1,Moderada,12.9,163.82,14743.81,22407.65
3106,2006-08-09,12359.27,CC1,Crítica,42.4,95.3,8576.65,20935.92
3107,2004-07-08,9412.0,TV,Moderada,16.7,189.58,17061.85,26473.86
3108,2019-05-29,15601.62,BESS,Crítica,3.8,49.79,4480.99,20082.61
3109,2007-09-04,10980.01,TV,Crítica,42.9,175.14,15763.03,26743.04
3110,2007-09-11,12773.31,Sistema_Auxiliar,Crítica,10.5,136.83,12314.74,25088.05
3111,2003-07-12,15867.99,BESS,Crítica,34.7,181.15,16303.59,32171.58
3112,2007-04-08,3885.65,TV,Menor,45.5,101.99,9178.78,13064.43
3113,2016-04-04,13989.78,BESS,Crítica,20.7,183.21,16488.49,30478.27
3114,2000-04-25,15077.83,Sistema_Auxiliar,Crítica,38.8,196.39,17675.14,32752.97
3115,2015-02-25,11590.4,BESS,Mayor,47.2,92.42,8317.49,19907.88
3116,2004-12-10,6757.57,Sistema_Auxiliar,Mayor,10.4,145.11,13060.21,19817.78
3117,2003-04-19,4525.91,BESS,Menor,6.3,69.53,6257.91,10783.81
3118,2018-03-28,5351.09,Sistema_Auxiliar,Mayor,5.0,18.84,1695.47,7046.55
3119,2015-11-14,6155.86,BESS,Mayor,20.9,183.88,16548.91,22704.77
3120,2005-01-31,6967.45,Sistema_Auxiliar,Menor,1.0,196.18,17656.6,24624.05
3121,2003-10-08,7854.53,Sistema_Auxiliar,Crítica,39.1,121.32,10918.76,18773.29
3122,2000-03-19,10553.08,CC1,Mayor,18.2,152.27,13704.02,24257.11
3123,2017-12-30,9597.5,TV,Moderada,16.8,31.74,2856.59,12454.09
3124,2004-03-25,5179.26,Sistema_Auxiliar,Menor,26.4,144.95,13045.34,18224.6
3125,2011-03-07,3169.96,Sistema_Auxiliar,Menor,21.3,41.62,3745.99,6915.95
3126,2016-10-31,2473.48,CC2,Menor,37.7,137.46,12371.67,14845.15
3127,2012-06-22,5904.76,CC2,Crítica,21.7,196.88,17719.53,23624.29
3128,2003-08-25,7954.89,BESS,Crítica,4.1,92.23,8300.54,16255.43
3129,2005-09-05,6974.33,BESS,Moderada,39.5,160.94,14484.71,21459.04
3130,2006-06-23,3539.23,CC1,Moderada,44.2,21.29,1916.46,5455.69
3131,2014-01-01,17853.28,TV,Crítica,25.1,43.71,3934.33,21787.61
3132,2011-02-08,5059.73,BESS,Mayor,8.7,148.83,13394.35,18454.08
3133,2014-04-14,5029.63,Sistema_Auxiliar,Menor,21.3,36.31,3267.56,8297.19
3134,2018-11-10,12004.83,BESS,Mayor,47.5,165.68,14911.22,26916.05
3135,2008-10-17,15718.94,Sistema_Auxiliar,Crítica,10.1,79.37,7142.95,22861.89
3136,2011-09-06,6636.13,BESS,Moderada,38.6,53.24,4791.31,11427.44
3137,2018-03-18,2509.78,BESS,Menor,34.0,79.93,7193.99,9703.77
3138,2011-08-01,7538.78,TV,Mayor,33.0,79.24,7131.86,14670.64
3139,2004-03-04,8570.45,BESS,Moderada,2.2,141.1,12699.34,21269.8
3140,2002-09-13,2771.89,BESS,Menor,42.4,77.19,6946.67,9718.56
3141,2008-01-31,2515.71,CC2,Menor,39.3,151.59,13642.91,16158.61
3142,2007-11-07,3451.43,TV,Moderada,22.0,191.68,17251.02,20702.45
3143,2006-12-03,11437.38,CC2,Mayor,33.1,173.86,15647.69,27085.07
3144,2011-06-09,8361.06,Sistema_Auxiliar,Moderada,20.2,67.3,6057.42,14418.48
3145,2004-10-20,4646.43,BESS,Moderada,5.2,132.12,11890.74,16537.18
3146,2014-03-11,9624.93,TV,Mayor,3.9,113.65,10228.64,19853.57
3147,2002-12-05,6123.73,CC2,Mayor,45.7,36.04,3243.97,9367.7
3148,2005-06-30,3397.89,CC2,Moderada,5.2,86.76,7808.51,11206.41
3149,2002-02-14,8800.55,BESS,Moderada,44.3,95.63,8606.77,17407.32
3150,2007-10-13,6430.97,CC1,Crítica,1.7,129.68,11671.44,18102.41
3151,2008-05-29,6721.64,TV,Moderada,12.4,26.2,2357.77,9079.41
3152,2001-01-10,9218.25,Sistema_Auxiliar,Moderada,35.7,66.7,6003.24,15221.49
3153,2017-01-17,9490.0,CC2,Crítica,20.6,155.21,13969.31,23459.31
3154,2000-08-31,13592.26,Sistema_Auxiliar,Crítica,16.2,161.53,14537.5,28129.76
3155,2002-12-23,3834.2,Sistema_Auxiliar,Menor,10.4,150.05,13504.82,17339.02
3156,2014-11-22,8306.17,CC2,Crítica,15.7,134.99,12149.19,20455.36
3157,2011-12-21,7210.88,CC1,Mayor,48.0,66.61,5994.93,13205.81
3158,2006-05-10,4551.46,Sistema_Auxiliar,Menor,34.0,164.12,14771.0,19322.46
3159,2016-09-21,5228.88,CC1,Menor,36.3,157.93,14213.75,19442.63
3160,2011-12-21,7869.5,CC2,Mayor,37.3,186.04,16743.93,24613.43
3161,2005-11-19,5915.44,TV,Menor,24.7,39.59,3563.27,9478.71
3162,2012-09-09,6155.9,BESS,Menor,5.9,71.34,6420.53,12576.42
3163,2012-06-13,12469.42,CC1,Mayor,16.7,169.57,15261.57,27730.99
3164,2016-04-09,13410.31,BESS,Crítica,10.7,197.92,17812.57,31222.88
3165,2014-03-31,6506.26,TV,Menor,1.5,108.23,9740.68,16246.94
3166,2005-07-01,6090.75,CC2,Menor,1.5,48.89,4400.25,10491.0
3167,2003-06-22,4930.41,TV,Moderada,8.8,191.77,17258.89,22189.3
3168,2015-01-16,6451.8,TV,Crítica,18.6,77.1,6939.27,13391.07
3169,2009-12-20,3987.01,BESS,Mayor,8.7,22.06,1985.67,5972.69
3170,2018-01-24,2683.61,TV,Menor,40.5,75.72,6814.72,9498.33
3171,2015-05-10,7816.12,BESS,Menor,47.2,174.63,15716.27,23532.39
3172,2000-02-02,4520.95,BESS,Moderada,10.9,155.15,13963.64,18484.59
3173,2012-02-09,11952.22,BESS,Mayor,43.5,182.8,16451.96,28404.17
3174,2019-08-08,8085.92,Sistema_Auxiliar,Moderada,38.4,41.1,3699.1,11785.02
3175,2019-06-30,6542.85,CC1,Menor,22.8,170.15,15313.67,21856.52
3176,2007-03-12,7711.19,CC2,Crítica,44.0,71.55,6439.17,14150.36
3177,2014-01-23,10969.55,Sistema_Auxiliar,Crítica,22.1,39.86,3587.48,14557.03
3178,2011-07-15,13762.79,Sistema_Auxiliar,Crítica,45.7,143.58,12922.39,26685.17
3179,2010-02-19,11692.38,BESS,Crítica,38.9,127.24,11451.63,23144.01
3180,2007-12-05,4494.4,TV,Menor,27.7,30.64,2757.89,7252.29
3181,2001-03-14,6650.71,TV,Menor,21.5,92.33,8310.15,14960.86
3182,2001-09-20,12659.94,TV,Crítica,30.5,99.04,8913.33,21573.27
3183,2003-07-30,10294.97,Sistema_Auxiliar,Mayor,32.0,160.87,14478.41,24773.38
3184,2013-09-15,6938.39,Sistema_Auxiliar,Menor,7.0,31.53,2838.01,9776.41
3185,2011-02-22,7986.65,CC2,Menor,13.3,48.63,4376.53,12363.19
3186,2009-03-10,9926.94,BESS,Moderada,46.5,90.87,8178.67,18105.62
3187,2006-11-19,11338.0,Sistema_Auxiliar,Mayor,41.4,50.8,4571.69,15909.69
3188,2016-07-09,7896.7,Sistema_Auxiliar,Menor,20.3,113.7,10232.79,18129.49
3189,2016-10-29,16749.85,TV,Crítica,39.6,81.31,7317.6,24067.45
3190,2012-10-10,4650.47,CC1,Menor,16.6,97.54,8778.69,13429.16
3191,2019-10-16,6752.04,TV,Mayor,11.8,46.28,4165.57,10917.6
3192,2002-05-22,3288.87,CC2,Moderada,7.8,86.86,7817.23,11106.1
3193,2019-11-28,15710.17,TV,Crítica,14.2,69.91,6292.06,22002.23
3194,2000-12-19,6835.31,CC1,Moderada,13.8,188.3,16946.86,23782.17
3195,2005-03-11,4328.97,Sistema_Auxiliar,Mayor,10.0,56.54,5088.77,9417.74
3196,2009-01-03,2898.04,TV,Menor,47.7,31.12,2801.0,5699.03
3197,2001-02-26,6217.42,BESS,Menor,35.1,150.7,13562.91,19780.33
3198,2019-07-31,5163.46,TV,Mayor,36.2,153.93,13853.88,19017.34
3199,2007-12-20,11788.75,CC1,Crítica,16.5,36.01,3241.26,15030.01
3200,2012-02-16,3297.28,Sistema_Auxiliar,Menor,33.5,97.27,8754.11,12051.39
3201,2012-12-26,7593.63,TV,Moderada,14.9,131.9,11870.85,19464.48
3202,2003-07-06,7747.47,BESS,Crítica,32.4,152.14,13692.87,21440.33
3203,2015-12-23,5334.07,BESS,Mayor,18.2,160.8,14471.67,19805.74
3204,2002-10-14,7582.53,CC1,Menor,1.5,142.84,12855.27,20437.8
3205,2001-09-27,10301.51,CC1,Mayor,24.4,96.43,8679.08,18980.59
3206,2006-05-31,12370.95,BESS,Mayor,44.4,49.47,4452.18,16823.13
3207,2014-12-23,4661.77,Sistema_Auxiliar,Menor,24.2,183.47,16512.05,21173.82
3208,2009-12-08,3631.89,BESS,Menor,3.1,102.04,9183.19,12815.08
3209,2011-01-03,11520.23,CC2,Mayor,40.9,71.43,6428.77,17949.0
3210,2013-04-19,8231.12,BESS,Moderada,25.3,134.95,12145.25,20376.37
3211,2007-11-26,8623.96,TV,Moderada,36.2,183.51,16516.17,25140.13
3212,2017-03-02,7249.07,CC2,Mayor,39.3,170.73,15366.06,22615.13
3213,2012-09-15,8438.17,Sistema_Auxiliar,Moderada,30.2,14.95,1345.74,9783.91
3214,2012-06-15,7814.1,CC2,Crítica,2.7,15.63,1407.14,9221.24
3215,2000-10-30,4236.7,CC2,Menor,8.7,157.6,14184.35,18421.04
3216,2013-02-03,6667.08,TV,Mayor,14.1,154.92,13943.14,20610.22
3217,2018-03-27,4862.48,Sistema_Auxiliar,Menor,9.3,147.12,13240.36,18102.84
3218,2018-04-29,4733.12,Sistema_Auxiliar,Mayor,6.1,147.63,13286.5,18019.62
3219,2006-11-17,10645.5,TV,Mayor,1.0,58.69,5281.75,15927.25
3220,2013-11-23,10412.48,Sistema_Auxiliar,Crítica,16.6,59.28,5335.16,15747.63
3221,2001-01-17,4414.68,BESS,Menor,26.2,73.83,6644.84,11059.52
3222,2010-07-18,3885.05,Sistema_Auxiliar,Menor,4.4,168.74,15186.51,19071.56
3223,2018-11-10,6107.33,Sistema_Auxiliar,Crítica,46.0,196.86,17717.61,23824.94
3224,2004-04-28,2492.04,CC2,Menor,44.3,185.95,16735.65,19227.69
3225,2007-04-13,10713.29,TV,Mayor,40.2,47.17,4245.58,14958.87
3226,2008-11-13,8482.38,BESS,Mayor,30.0,186.35,16771.81,25254.19
3227,2003-09-08,2784.27,Sistema_Auxiliar,Menor,23.0,153.44,13809.96,16594.23
3228,2019-03-22,7972.17,Sistema_Auxiliar,Menor,43.3,10.75,967.14,8939.31
3229,2004-08-21,4180.25,CC1,Moderada,3.4,115.16,10364.59,14544.84
3230,2018-06-29,3726.7,CC1,Moderada,25.6,156.67,14100.04,17826.74
3231,2018-02-10,13711.79,Sistema_Auxiliar,Crítica,2.5,69.91,6291.71,20003.5
3232,2002-01-17,7717.73,Sistema_Auxiliar,Menor,34.2,18.12,1631.09,9348.82
3233,2016-11-10,9666.33,Sistema_Auxiliar,Crítica,27.9,69.31,6238.33,15904.66
3234,2012-01-27,5781.85,Sistema_Auxiliar,Mayor,5.2,166.33,14969.35,20751.2
3235,2018-11-09,3698.07,TV,Moderada,21.9,165.48,14893.59,18591.65
3236,2007-11-28,9923.71,BESS,Moderada,42.5,27.37,2463.37,12387.08
3237,2019-08-01,6518.97,BESS,Crítica,7.0,25.26,2273.76,8792.74
3238,2001-11-28,9846.0,TV,Moderada,3.6,25.35,2281.83,12127.83
3239,2009-05-12,7920.56,TV,Menor,2.8,102.82,9253.96,17174.52
3240,2004-03-08,16514.37,CC1,Crítica,13.3,33.94,3054.22,19568.59
3241,2008-08-27,17605.61,CC1,Crítica,22.5,43.18,3886.32,21491.93
3242,2013-01-09,7273.03,CC1,Mayor,4.1,108.67,9780.51,17053.54
3243,2013-05-11,14516.38,Sistema_Auxiliar,Crítica,32.4,59.15,5323.35,19839.73
3244,2012-09-22,8545.59,TV,Crítica,4.1,45.73,4115.78,12661.37
3245,2008-07-27,7269.86,TV,Menor,30.6,196.63,17696.64,24966.49
3246,2019-01-31,12776.89,TV,Mayor,7.5,95.78,8619.95,21396.83
3247,2000-12-15,7423.74,TV,Crítica,15.8,91.5,8234.6,15658.33
3248,2019-11-05,7055.55,CC2,Moderada,35.3,67.09,6038.19,13093.74
3249,2017-08-11,5754.97,TV,Menor,9.4,114.84,10335.39,16090.35
3250,2001-03-11,2904.58,BESS,Menor,43.7,29.95,2695.34,5599.91
3251,2015-10-21,3588.71,Sistema_Auxiliar,Moderada,10.9,156.71,14103.76,17692.47
3252,2013-09-18,8140.17,CC1,Moderada,5.4,68.16,6134.38,14274.55
3253,2014-06-15,5188.74,CC1,Menor,18.5,137.27,12354.18,17542.93
3254,2001-02-04,10827.96,BESS,Mayor,24.1,185.15,16663.92,27491.87
3255,2000-08-04,4958.7,CC1,Mayor,11.0,165.03,14852.32,19811.01
3256,2005-06-22,6015.46,CC1,Moderada,35.7,141.08,12697.51,18712.97
3257,2018-03-31,5568.98,CC2,Menor,21.5,26.45,2380.37,7949.35
3258,2018-05-31,7441.75,TV,Menor,3.2,57.6,5183.58,12625.33
3259,2006-08-13,5167.72,TV,Menor,27.1,10.81,973.11,6140.83
3260,2012-07-26,7500.61,CC2,Mayor,37.2,180.9,16281.45,23782.06
3261,2005-01-18,8927.41,TV,Moderada,43.9,31.78,2860.31,11787.72
3262,2003-11-06,5403.61,BESS,Crítica,47.3,20.8,1871.95,7275.56
3263,2003-04-17,7067.11,CC2,Moderada,22.7,45.76,4118.38,11185.49
3264,2001-01-20,3941.27,CC2,Moderada,42.4,75.22,6769.57,10710.84
3265,2010-04-14,6038.11,Sistema_Auxiliar,Menor,2.1,184.56,16610.72,22648.84
3266,2011-03-25,12895.87,BESS,Mayor,32.0,61.46,5531.35,18427.21
3267,2007-09-05,14384.29,CC2,Crítica,41.7,166.26,14963.46,29347.75
3268,2001-07-06,3783.03,BESS,Menor,32.0,52.19,4696.95,8479.97
3269,2012-09-19,6625.03,CC1,Crítica,1.7,180.67,16260.47,22885.5
3270,2001-06-25,11633.2,Sistema_Auxiliar,Mayor,13.2,83.47,7512.42,19145.63
3271,2010-11-30,5705.91,CC2,Moderada,4.1,25.1,2259.31,7965.21
3272,2002-04-16,4890.9,BESS,Menor,16.4,24.05,2164.52,7055.42
3273,2004-07-06,14487.98,CC2,Crítica,4.6,12.3,1106.88,15594.86
3274,2013-06-01,3983.92,Sistema_Auxiliar,Mayor,12.5,41.07,3696.73,7680.66
3275,2015-04-27,16945.57,BESS,Crítica,17.3,138.66,12479.18,29424.75
